country,university,url,logo
United States,Westfield State University,https://www.westfield.ma.edu/,Westfield_State_University.png
United States,Worcester State University,https://www.worcester.edu/,Worcester_State_University.png
United States,Massachusetts College of Art and Design ,https://massart.edu/,Massachusetts_College_of_Art_and_Design .png
United States,Massachusetts College of Liberal Arts,https://www.mcla.edu/,Massachusetts_College_of_Liberal_Arts.png
United States,Massachusetts Maritime Academy,https://www.maritime.edu/,Massachusetts_Maritime_Academy.png
United States,Central Michigan University ,https://www.cmich.edu/,Central_Michigan_University .png
United States,Eastern Michigan University ,https://www.emich.edu/,Eastern_Michigan_University .png
United States,Ferris State University ,https://www.ferris.edu/,Ferris_State_University.png
United States,Grand Valley State University,https://www.gvsu.edu/,Grand_Valley_State_University.png
United States,Lake Superior State University,https://www.lssu.edu/,Lake_Superior_State_University.png
United States,University of Michigan,https://umich.edu/,University_of_Michigan.png
United States,University of Michigan–Dearborn,https://umdearborn.edu/,University_of_Michigan_Dearborn.png
United States,University of Michigan–Flint,https://www.umflint.edu/,University_of_Michigan_Flint.png
United States,Michigan State University,https://msu.edu/,Michigan_State_University.png
United States,Michigan Technological University,https://www.mtu.edu/,Michigan_Technological_University.png
United States,Northern Michigan University,https://nmu.edu/,Northern_Michigan_University.png
United States,Oakland University,https://www.oakland.edu/,Oakland_University.png
United States,Saginaw Valley State University,https://www.svsu.edu/,Saginaw_Valley_State_University.jpg
United States,Wayne State University,https://wayne.edu/,Wayne_State_University.png
United States,Western Michigan University,https://wmich.edu/,Western_Michigan_University.jpg
United States,Bemidji State University,https://www.bemidjistate.edu/,Bemidji_State_University.png
United States,"Minnesota State University, Mankato",https://www.mnsu.edu/,Minnesota_State_University_Mankato.png
United States,Minnesota State University Moorhead,https://www.mnstate.edu/,Minnesota_State_University_Moorhead.png
United States,Metropolitan State University,https://www.metrostate.edu/,Metropolitan_State_University.png
United States,Southwest Minnesota State University,https://www.smsu.edu/,Southwest_Minnesota_State_University.jpg
United States,St. Cloud State University,https://www.stcloudstate.edu/,St._Cloud_State_University.png
United States,Winona State University,https://www.winona.edu/,Winona_State_University.png
United States,University of Minnesota,https://twin-cities.umn.edu/,University_of_Minnesota.jpg
United States,Alcorn State University,https://www.alcorn.edu/,Alcorn_State_University.png
United States,Delta State University,https://www.deltastate.edu/,Delta_State_University.png
United States,Jackson State University,https://www.jsums.edu/,Jackson_State_University.jpg
United States,Mississippi State University,https://www.msstate.edu/,Mississippi_State_University.png
United States,Mississippi University for Women,https://www.muw.edu/,Mississippi_University_for_Women.png
United States,Mississippi Valley State University,https://www.mvsu.edu/,Mississippi_Valley_State_University.jpg
United States,University of Mississippi,https://olemiss.edu/,University_of_Mississippi.png
United States,University of Southern Mississippi,https://www.usm.edu/,University_of_Southern_Mississippi.png
United States,University of Central Missouri,https://www.ucmo.edu/,University_of_Central_Missouri.png
United States,Harris–Stowe State University,https://www.hssu.edu/,Harris_Stowe_State_University.png
United States,Lincoln University of Missouri,https://www.lincolnu.edu/,Lincoln_University_of_Missouri.jpg
United States,University of Missouri ,https://missouri.edu/,University_of_Missouri.png
United States,University of Missouri–Kansas City,https://www.umkc.edu/,University_of_Missouri_Kansas_City.png
United States,Missouri University of Science and Technology,https://www.mst.edu/,Missouri_University_of_Science_and_Technology.png
United States,University of Missouri–St. Louis,https://www.umsl.edu/,University_of_Missour_St_Louis.jpg
United States,Missouri Southern State University,https://www.mssu.edu/,Missouri_Southern_State_University.png
United States,Missouri State University,https://www.missouristate.edu/,Missouri_State_University.png
United States,Missouri Western State University,https://www.missouriwestern.edu/,Missouri_Western_State_University.png
United States,Northwest Missouri State University,https://www.nwmissouri.edu/,Northwest_Missouri_State_University.jpg
United States,Southeast Missouri State University,https://semo.edu/,Southeast_Missouri_State_University.png
United States,Truman State University,https://www.truman.edu/,Truman_State_University.jpg
United States,Montana State University,https://www.montana.edu/,Montana_State_University.png
United States,Montana State University Billings,https://msubillings.edu/,Montana_State_University_Billings.jpg
United States,Montana State University–Northern,https://www.msun.edu/,Montana_State_University_Northern.png
United States,University of Montana,https://www.umt.edu/,University_of_Montana.png
United States,Montana Technological University,https://www.mtech.edu/,Montana_Technological_University.jpg
United States,University of Montana Western,https://www.umwestern.edu/,University_of_Montana_Western.jpg
United States,Chadron State College,https://www.csc.edu/,Chadron_State_College.png
United States,Peru State College,https://www.peru.edu/,Peru_State_College.png
United States,Wayne State College,https://www.wsc.edu/,Wayne_State_College.jpg
United States,University of Nebraska–Lincoln,https://www.unl.edu/,University_of_Nebraska_Lincoln.png
United States,University of Nebraska at Kearney,https://www.unk.edu/,University_of_Nebraska_at_Kearney.png
United States,University of Nebraska Omaha ,https://www.unomaha.edu/,University_of_Nebraska_Omaha.png
United States,University of Nebraska Medical Center,https://www.unmc.edu/,University_of_Nebraska_Medical_Center.png
United States,"University of Nevada, Reno",https://www.unr.edu/,University_of_Nevada_Reno.png
United States,"University of Nevada, Las Vegas",https://www.unlv.edu/,University_of_Nevada_Las_Vegas.png
United States,Plymouth State University,https://www.plymouth.edu/,Plymouth_State_University.png
United States,University of New Hampshire,https://www.unh.edu/,University_of_New_Hampshire.png
United States,Kean University,https://www.kean.edu/,Kean_University.png
United States,Montclair State University,https://www.montclair.edu/,Montclair_State_University.png
United States,New Jersey City University,https://www.njcu.edu/,New_Jersey_City_University.png
United States,New Jersey Institute of Technology,https://www.njit.edu/,New_Jersey_Institute_of_Technology.png
United States,Rowan University,https://www.rowan.edu/,Rowan_University.png
United States,Rutgers University ,https://www.rutgers.edu/,Rutgers_University.jpg
United States,Stockton University,https://stockton.edu/,Stockton_University.png
United States,Thomas Edison State University,https://www.tesu.edu/,Thomas_Edison_State_University.png
United States,William Paterson University,https://www.wpunj.edu/,William_Paterson_University.png
United States,Eastern New Mexico University,https://www.enmu.edu/,Eastern_New_Mexico_University.png
United States,University of New Mexico,https://www.unm.edu/,University_of_New_Mexico.png
United States,New Mexico Highlands University,https://www.nmhu.edu/,New_Mexico_Highlands_University.png
United States,New Mexico State University,https://www.nmsu.edu/,New_Mexico_State_University.jpg
United States,Western New Mexico University,https://wnmu.edu/,Western_New_Mexico_University.png
United States,State University of New York,https://www.suny.edu/,State_University_of_New_York.jpg
United States,University at Albany ,https://www.albany.edu/,University_at_Albany .png
United States,Binghamton University,https://www.binghamton.edu/,Binghamton_University.png
United States,Stony Brook University ,https://www.stonybrook.edu/,Stony_Brook_University.png
United States,Buffalo State University,https://suny.buffalostate.edu/,Buffalo_State_University.png
United States,State University of New York at Fredonia,https://www.fredonia.edu/,State_University_of_New_York_at_Fredonia.png
United States,State University of New York at New Paltz,https://www.newpaltz.edu/,State_University_of_New_York_at_New_Paltz.png
United States,State University of New York at Oswego,https://ww1.oswego.edu/,State_University_of_New_York_at_Oswego.jpg
United States,State University of New York at Potsdam,https://www.potsdam.edu/,State_University_of_New_York_at_Potsdam.png
United States,Morrisville State College,https://www.morrisville.edu/,Morrisville_State_College.png
United States,Appalachian State University,https://www.appstate.edu/,Appalachian_State_University.png
United States,East Carolina University,https://www.ecu.edu/,East_Carolina_University.png
United States,Elizabeth City State University,https://www.ecsu.edu/,Elizabeth_City_State_University.png
United States,Fayetteville State University,https://www.uncfsu.edu/,Fayetteville_State_University.png
United States,North Carolina A&T State University,https://www.ncat.edu/index.php,North_Carolina_A&T_State_University.png
United States,North Carolina Central University,https://www.nccu.edu/,North_Carolina_Central_University.png
United States,North Carolina State University,https://www.ncsu.edu/,North_Carolina_State_University.png
United States,University of North Carolina at Asheville,https://new.unca.edu/,University_of_North_Carolina_at_Asheville.png
United States,University of North Carolina at Chapel Hill,https://www.unc.edu/,University_of_North_Carolina_at_Chapel_Hill.png
United States,University of North Carolina at Charlotte,https://www.charlotte.edu/,University_of_North_Carolina_at_Charlotte.png
United States,University of North Carolina at Greensboro,https://www.uncg.edu/,University_of_North_Carolina_at_Greensboro.png
United States,University of North Carolina at Pembroke,https://www.uncp.edu/,University_of_North_Carolina_at_Pembroke.png
United States,University of North Carolina School of the Arts,https://www.uncsa.edu/,University_of_North_Carolina_School_of_the_Arts.png
United States,Western Carolina University,https://www.wcu.edu/,Western_Carolina_University.png
United States,Winston-Salem State University,https://www.wssu.edu/,Winston_Salem_State_University.png
United States,Dickinson State University,https://dickinsonstate.edu/,Dickinson_State_University.png
United States,Mayville State University,https://mayvillestate.edu/,Mayville_State_University.png
United States,Minot State University,https://www.minotstateu.edu/,Minot_State_University.png
United States,University of North Dakota,https://und.edu/,University_of_North_Dakota.png
United States,North Dakota State University,https://www.ndsu.edu/,North_Dakota_State_University.png
United States,Valley City State University,https://www.vcsu.edu/,Valley_City_State_University.png
United States,University of Akron,https://www.uakron.edu/,University_of_Akron.jpg
United States,Bowling Green State University,https://www.bgsu.edu/,Bowling_Green_State_University.png
United States,Central State University,https://www.centralstate.edu/,Central_State_University.png
United States,University of Cincinnati,https://www.uc.edu/,University_of_Cincinnati.png
United States,Cleveland State University,https://www.csuohio.edu/,Cleveland_State_University.png
United States,Kent State University,https://www.kent.edu/,Kent_State_University.png
United States,Miami University,https://miamioh.edu/index.html,Miami_University.jpg
United States,Northeast Ohio Medical University,https://www.neomed.edu/,Northeast_Ohio_Medical_University.png
United States,Ohio State University,https://www.osu.edu/,Ohio_State_University.jpg
United States,Ohio University,https://www.ohio.edu/,Ohio_University.png
United States,Shawnee State University,https://www.shawnee.edu/,Shawnee_State_University.jpg
United States,University of Toledo,https://www.utoledo.edu/,University_of_Toledo.png
United States,Wright State University,https://www.wright.edu/,Wright_State_University.png
United States,Youngstown State University,https://ysu.edu/,Youngstown_State_University.png
United States,Cameron University,https://www.cameron.edu/,Cameron_University.png
United States,East Central University,https://www.ecok.edu/,East_Central_University.png
United States,Langston University,https://www.langston.edu/,Langston_University.png
United States,Northeastern State University,https://www.nsuok.edu/,Northeastern_State_University.jpg
United States,Northwestern Oklahoma State University,https://www.nwosu.edu/,Northwestern_Oklahoma_State_University.png
United States,University of Oklahoma,https://www.ou.edu/,University_of_Oklahoma.png
United States,Oklahoma Panhandle State University,https://opsu.edu/,Oklahoma_Panhandle_State_University.png
United States,Oklahoma State University,https://go.okstate.edu/,Oklahoma_State_University.png
United States,Rogers State University,https://www.rsu.edu/,Rogers_State_University.png
United States,University of Science and Arts of Oklahoma,https://usao.edu/,University_of_Science_and_Arts_of_Oklahoma.jpg
United States,University of Central Oklahoma,https://www.uco.edu/,University_of_Central_Oklahoma.png
United States,Eastern Oregon University ,https://www.eou.edu/,Eastern_Oregon_University.png
United States,Oregon Health & Science University,https://www.ohsu.edu/,Oregon_Health_&_Science_University.png
United States,Oregon Institute of Technology,https://www.oit.edu/,Oregon_Institute_of_Technology.png
United States,Oregon State University,https://oregonstate.edu/,Oregon_State_University.png
United States,Portland State University,https://www.pdx.edu/,Portland_State_University.png
United States,Southern Oregon University,https://sou.edu/,Southern_Oregon_University.png
United States,University of Oregon,https://www.uoregon.edu/,University_of_Oregon.png
United States,Western Oregon University,https://wou.edu/,Western_Oregon_University.png
United States,Bloomsburg University of Pennsylvania,https://www.bloomu.edu/,Bloomsburg_University_of_Pennsylvania.jpg
United States,California University of Pennsylvania,https://www.calu.edu/,California_University_of_Pennsylvania.jpg
United States,Cheyney University of Pennsylvania,https://cheyney.edu/,Cheyney_University_of_Pennsylvania.png
United States,Lincoln University,https://www.lincoln.edu/,Lincoln_University.png
United States,Temple University,https://www.temple.edu/,Temple_University.png
United States,University of Pittsburgh,https://www.pitt.edu/,University_of_Pittsburgh.png
United States,University of Rhode Island,https://www.uri.edu/,University_of_Rhode_Island.png
United States,Clemson University,https://www.clemson.edu/,Clemson_University.jpg
United States,Coastal Carolina University,https://www.coastal.edu/index.php,Coastal_Carolina_University.png
United States,Francis Marion University,https://www.fmarion.edu/,Francis_Marion_University.png
United States,Lander University,https://www.lander.edu/,Lander_University.png
United States,Medical University of South Carolina,https://web.musc.edu/,Medical_University_of_South_Carolina.png
United States,University of South Carolina,https://sc.edu/,University_of_South_Carolina.png
United States,South Carolina State University,https://scsu.edu/,South_Carolina_State_University.png
United States,Winthrop University,https://www.winthrop.edu/,Winthrop_University.png
United States,Black Hills State University,https://www.bhsu.edu/,Black_Hills_State_University.png
United States,Dakota State University,https://dsu.edu/,Dakota_State_University.png
United States,Northern State University,https://northern.edu/,Northern_State_University.png
United States,University of South Dakota ,https://www.usd.edu/,University_of_South_Dakota .png
United States,South Dakota State University,https://www.sdstate.edu/,South_Dakota_State_University.png
United States,Austin Peay State University ,https://www.apsu.edu/,Austin_Peay_State_University .png
United States,East Tennessee State University,https://www.etsu.edu/ehome/,East_Tennessee_State_University.png
United States,Middle Tennessee State University,https://www.mtsu.edu/,Middle_Tennessee_State_University.png
United States,Tennessee State University,https://www.tnstate.edu/,Tennessee_State_University.png
United States,The University of Memphis,https://www.memphis.edu/,The_University_of_Memphis.png
United States,University of Tennessee at Knoxville,https://www.utk.edu/,University_of_Tennessee.png
United States,University of Houston,https://uh.edu/,University_of_Houston.png
United States,University of North Texas ,https://www.unt.edu/,University_of_North_Texas .png
United States,Texas A&M University ,https://www.tamu.edu/,Texas_A&M_University .png
United States,Prairie View A&M University,https://www.pvamu.edu/,Prairie_View_A&M_University.png
United States,Tarleton State University,https://www.tarleton.edu/home/,Tarleton_State_University.png
United States,West Texas A&M University,https://www.wtamu.edu/,West_Texas_A&M_University.png
United States,Texas State University,https://www.txst.edu/,Texas_State_University.png
United States,Lamar University,https://www.lamar.edu/,Lamar_University.png
United States,Sam Houston State University,https://www.shsu.edu/,Sam_Houston_State_University.png
United States,Sul Ross State University,https://www.sulross.edu/,Sul_Ross_State_University.png
United States,Texas Tech University ,https://www.ttu.edu/,Texas_Tech_University.png
United States,Angelo State University,https://www.angelo.edu/,Angelo_State_University.jpg
United States,Midwestern State University,https://msutexas.edu/,Midwestern_State_University.png
United States,Southern Utah University,https://www.suu.edu/,Southern_Utah_University.png
United States,The University of Utah,https://www.utah.edu/,The_University_of_Utah.png
United States,Utah State University,https://www.usu.edu/,Utah_State_University.png
United States,Weber State University,https://www.weber.edu/,Weber_State_University.png
United States,University of Vermont ,https://www.uvm.edu/,University_of_Vermont.png
United States,Christopher Newport University,https://cnu.edu/,Christopher_Newport_University.png
United States,George Mason University,https://www.gmu.edu/,George_Mason_University.png
United States,James Madison University,https://www.jmu.edu/index.shtml,James Madison University
United States,Longwood University,https://www.longwood.edu/,Longwood_University.png
United States,University of Mary Washington,https://www.umw.edu/,University_of_Mary_Washington.png
United States,Norfolk State University,https://www.nsu.edu/,Norfolk_State_University.png
United States,Old Dominion University,https://www.odu.edu/,Old_Dominion_University.jpg
United States,Radford University,https://www.radford.edu/,Radford_University.png
United States,University of Virginia,https://www.virginia.edu/,University_of_Virginia.png
United States,Virginia Commonwealth University,https://www.vcu.edu/,Virginia_Commonwealth_University.png
United States,Central Washington University ,https://www.cwu.edu/,Central_Washington_University.png
United States,Eastern Washington University ,https://www.ewu.edu/,Eastern_Washington_University .png
United States,University of Washington,https://www.washington.edu/,University_of_Washington.png
United States,Western Washington University,https://www.wwu.edu/,Western_Washington_University.png
United States,Bluefield State University,https://bluefieldstate.edu/,Bluefield_State_University.png
United States,Concord University,https://www.concord.edu/,Concord_University.png
United States,Fairmont State University,https://www.fairmontstate.edu/,Fairmont_State_University.png
United States,Glenville State University,https://www.glenville.edu/,Glenville_State_University.png
United States,Marshall University,https://www.marshall.edu/,Marshall_University.png
United States,Shepherd University,https://www.shepherd.edu/,Shepherd_University.jpg
United States,West Liberty University,https://westliberty.edu/,West_Liberty_University.png
United States,West Virginia University,https://www.wvu.edu/,West_Virginia_University.png
United States,West Virginia State University,https://www.wvstateu.edu/,West_Virginia_State_University.png
United States,University of Wisconsin,https://www.wisconsin.edu/,University_of_Wisconsin.jpg
United States,University of Wyoming,https://www.uwyo.edu/,University_of_Wyoming.png
Malaysia,University of Malaya,https://www.um.edu.my/,University_of_Malaya.jpg
Malaysia,Universiti Sains Malaysia,https://www.usm.my/,Universiti_Sains_Malaysia.png
Malaysia,International Islamic University Malaysia,https://www.iium.edu.my/v2/,International_Islamic_University_Malaysia.jpg
Malaysia,University of Malaysia Kelantan,https://www.umk.edu.my/en/,University_of_Malaysia_Kelantan.jpg
Malaysia,University of Malaysia Pahang,https://www.umpsa.edu.my/en,University_of_Malaysia_Pahang.png
Malaysia,University of Malaysia Perlis,https://www.unimap.edu.my/index.php/en/,University_of_Malaysia_Perlis.png
Malaysia,University of Malaysia Sabah,https://www.ums.edu.my/v5/,University_of_Malaysia_Sabah.png
Malaysia,University of Malaysia Sarawak,https://www.unimas.my/,University_of_Malaysia_Sarawak.png
Malaysia,University of Malaysia Terengganu,https://www.umt.edu.my/,University_of_Malaysia_Terengganu.png
Malaysia,University of Putra Malaysia,https://upm.edu.my/,University_of_Putra_Malaysia.png
Malaysia,Islamic Science University of Malaysia,https://www.usim.edu.my/,Islamic_Science_University_of_Malaysia.png
Malaysia,Universiti Sultan Zainal Abidin,https://www.unisza.edu.my/,Universiti_Sultan_Zainal_Abidin.png
Malaysia,Technical University of Malaysia Malacca,https://www.utem.edu.my/en/,Technical_University_of_Malaysia_Malacca.png
Malaysia,University of Technology Malaysia,https://www.utm.my/,University_of_Technology_Malaysia.png
Malaysia,MARA University of Technology,https://www.uitm.edu.my/index.php/en/,MARA_University_of_Technology.png
Malaysia,Tun Hussein Onn University of Malaysia,https://www.uthm.edu.my/en/,Tun_Hussein_Onn_University_of_Malaysia.png
Malaysia,Northern University of Malaysia,https://www.uum.edu.my/,Northern_University_of_Malaysia.png
Malaysia,Al-Madinah International University,https://www.mediu.edu.my/,Al_Madinah_International_University.png
Malaysia,Asia e University,https://aeu.edu.my/,Asia_e_University.png
Malaysia,Asia Pacific University of Technology & Innovation,https://www.apu.edu.my/,Asia_Pacific_University_of_Technology_Innovation.png
Malaysia,City University Malaysia,https://city.edu.my/,City_University_Malaysia.png
Malaysia,Curtin University Malaysia,https://curtin.edu.my/,Universiti_Curtin_Malaysia.png
Malaysia,GlobalNxt University,https://globalnxt.edu.my/,GlobalNxt_University.png
Malaysia,Heriot-Watt University Malaysia,https://www.hw.ac.uk/,Heriot_Watt_University.png
Malaysia,Infrastructure University Kuala Lumpur,https://iukl.edu.my/,Infrastructure_University_Kuala_Lumpur.png
Malaysia,International Medical University,https://www.imu.edu.my/,International_Medical_University.png
Malaysia,INTI International University,https://newinti.edu.my/,INTI_International_University.png
Malaysia,Limkokwing University of Creative Technology,https://www.limkokwing.net/,Limkokwing_University_of_creative_Technology.png
Malaysia,MAHSA University,https://www.mahsa.edu.my/,MAHSA_University.png
Malaysia,Malaysia University of Science and Technology,https://must.edu.my/,Malaysia_University_of_Science_and_Technology.png
Malaysia,Management & Science University,https://www.msu.edu.my/,Management_and_Science_University.png
Malaysia,Manipal International University,https://miu.edu.my/,Manipal_International_University.png
Malaysia,Monash University Malaysia,https://www.monash.edu.my/,Monash_University_Malaysia.png
Malaysia,Multimedia University,https://www.mmu.edu.my/,Multimedia_University.png
Malaysia,Newcastle University Medicine Malaysia,https://www.ncl.ac.uk/numed/,Newcastle_University_Medicine_Malaysia.png
Malaysia,Nilai University,https://www.nilai.edu.my/,Nilai_University.png
Malaysia,Open University Malaysia,https://www.oum.edu.my/,Open_University_Malaysia.png
Malaysia,Perdana University,https://www.perdanauniversity.edu.my/,Perdana_University.png
Malaysia,SEGi University,https://www.segi.edu.my/,Universiti_SEGi.png
Malaysia,Sunway University,https://sunwayuniversity.edu.my/,Sunway_University.png
Malaysia,Taylor's University,https://university.taylors.edu.my/en.html,Taylors_University.png
Malaysia,Tunku Abdul Rahman University of Management and Technology,https://www.tarc.edu.my/,Tunku_Abdul_Rahman_University_of_Management_and_Technology.png
Malaysia,Tun Abdul Razak University,https://unirazak.edu.my/,Tun_Abdul_Razak_University.png
Malaysia,UCSI University,https://www.ucsiuniversity.edu.my/,UCSI_University.png
Malaysia,UNITAR International University,https://www.unitar.my/,UNITAR_International_University.png
Malaysia,Islamic University of Malaysia,https://uim.edu.my/v5/,Universiti_Islam_Malaysia.png
Malaysia,University of Kuala Lumpur,https://www.unikl.edu.my/,University_of_Kuala_Lumpur.png
Malaysia,University of Selangor,https://www.unisel.edu.my/,University_of_Selangor.png
Malaysia,University Technology of Sarawak,https://www.uts.edu.my/,University_Technology_of_Sarawak.png
Malaysia,Sultan Azlan Shah University,https://www.usas.edu.my/,Sultan_Azlan_Shah_University.png
Malaysia,Universiti Teknologi PETRONAS,https://www.utp.edu.my/Pages/Home.aspx,Universiti_Teknologi_Petronas.png
Malaysia,National Energy University,https://www.uniten.edu.my/,National_Energy_University.png
Malaysia,University Tunku Abdul Rahman,https://www.utar.edu.my/,University_Tunku_Abdul_Rahman.png
Malaysia,University of Nottingham,https://www.nottingham.edu.my/index.aspx,University_of_Nottingham_Malaysia_Campus.png
Malaysia,University of Reading ,https://www.reading.ac.uk/,University_of_Reading_Malaysia_Campus.png
Malaysia,University of Southampton ,https://www.southampton.ac.uk/,Universiti_Southampton_Kampus_Malaysia.png
Malaysia,Wawasan Open University,https://www.wou.edu.my/,Wawasan_Open_University.png
Malaysia,University of Cyberjaya,https://cyberjaya.edu.my/,University_of_Cyberjaya.png
Malaysia,Xiamen University Malaysia,https://www.xmu.edu.my/,Xiamen_University_Malaysia.png
United Kingdom,University of Aberdeen,https://www.abdn.ac.uk/,University_of_Aberdeen.png
United Kingdom,Abertay University,https://www.abertay.ac.uk/,Abertay_University.png
United Kingdom,Aberystwyth University,https://www.aber.ac.uk/en/,Aberystwyth_University.png
United Kingdom,Anglia Ruskin University,https://www.aru.ac.uk/,Anglia_Ruskin_University.png
United Kingdom,Arden University,https://arden.ac.uk/,Arden_University.png
United Kingdom,Aston University,https://www.aston.ac.uk/,Aston_University.png
United Kingdom,Bangor University,https://www.bangor.ac.uk/,Bangor_University.png
United Kingdom,University of Bath,https://www.bath.ac.uk/,University_of_Bath.png
United Kingdom,Bath Spa University,https://www.bathspa.ac.uk/,Bath_Spa_University.png
United Kingdom,University of Bedfordshire,https://www.beds.ac.uk/,University_of_Bedfordshire.png
United Kingdom,BIMM University,https://www.bimm.university/,BIMM_University.png
United Kingdom,University of Birmingham,https://www.birmingham.ac.uk/index.aspx,University_of_Birmingham.png
United Kingdom,Birmingham City University,https://www.bcu.ac.uk/,Birmingham_City_University.png
United Kingdom,University College Birmingham,https://www.birmingham.ac.uk/index.aspx,University_College_Birmingham.png
United Kingdom,Bishop Grosseteste University,https://www.bgu.ac.uk/,Bishop_Grosseteste_University.png
United Kingdom,University of Bolton,https://www.bolton.ac.uk/,University_of_Bolton.png
United Kingdom,Bournemouth University,https://www.bournemouth.ac.uk/,Bournemouth_University.png
United Kingdom,BPP University,https://www.bpp.com/,BPP_University.png
United Kingdom,University of Bradford,https://www.bradford.ac.uk/external/,University_of_Bradford.png
United Kingdom,University of Brighton,https://www.brighton.ac.uk/index.aspx,University_of_Brighton.png
United Kingdom,University of Bristol,https://www.bristol.ac.uk/,University_of_Bristol.png
United Kingdom,Brunel University London,https://www.brunel.ac.uk/,Brunel_University_London.png
United Kingdom,University of Buckingham,https://www.buckingham.ac.uk/,University_of_Buckingham.png
United Kingdom,Buckinghamshire New University,https://www.bucks.ac.uk/,Buckinghamshire_New_University.png
United Kingdom,University of Cambridge,https://www.cam.ac.uk/,University_of_Cambridge.png
United Kingdom,Canterbury Christ Church University,https://www.canterbury.ac.uk/,Canterbury_Christ_Church_University.png
United Kingdom,Cardiff Metropolitan University,https://www.cardiffmet.ac.uk/Pages/default.aspx,Cardiff_Metropolitan_University.png
United Kingdom,Cardiff University,https://www.cardiff.ac.uk/,Cardiff_University.png
United Kingdom,University of Chester,https://www1.chester.ac.uk/,University_of_Chester.png
United Kingdom,University of Chichester,https://www.chi.ac.uk/,University_of_Chichester.png
United Kingdom,Coventry University,https://www.coventry.ac.uk/,Coventry_University.png
United Kingdom,Cranfield University,https://www.cranfield.ac.uk/,Cranfield_University.png
United Kingdom,University for the Creative Arts,https://www.uca.ac.uk/,University_for_the_Creative_Arts.png
United Kingdom,University of Cumbria,https://www.cumbria.ac.uk/,University_of_Cumbria.png
United Kingdom,De Montfort Universit,https://www.dmu.ac.uk/home.aspx,De_Montfort_University.png
United Kingdom,University of Derby,https://www.derby.ac.uk/,University_of_Derby.png
United Kingdom,University of Dundee,https://www.dundee.ac.uk/,University_of_Dundee.png
United Kingdom,Durham University,https://www.durham.ac.uk/,Durham_University.png
United Kingdom,University of East Anglia,https://www.uea.ac.uk/,University_of_East_Anglia.png
United Kingdom,University of East London,https://uel.ac.uk/,University_of_East_London.png
United Kingdom,Edge Hill University,https://www.edgehill.ac.uk/,Edge_Hill_University.png
United Kingdom,University of Edinburgh,https://www.ed.ac.uk/,University_of_Edinburgh.png
United Kingdom,Edinburgh Napier University,https://www.napier.ac.uk/,Edinburgh_Napier_University.png
United Kingdom,University of Essex,https://www.essex.ac.uk/,University_of_Essex.png
United Kingdom,University of Exeter,https://www.exeter.ac.uk/,University_of_Exeter.png
United Kingdom,Falmouth University,https://www.falmouth.ac.uk/,Falmouth_University.png
United Kingdom,University of Glasgow,https://www.gla.ac.uk/,University_of_Glasgow.png
United Kingdom,Glasgow Caledonian University,https://www.gcu.ac.uk/,Glasgow_Caledonian_University.png
United Kingdom,University of Gloucestershire,https://www.glos.ac.uk/,University_of_Gloucestershire.png
United Kingdom,University of Greenwich,https://www.gre.ac.uk/,University_of_Greenwich.png
United Kingdom,Harper Adams University,https://www.harper-adams.ac.uk/,Harper_Adams_University.png
United Kingdom,Hartpury University and Hartpury College,https://www.hartpury.ac.uk/,Hartpury_University_and_Hartpury_College.png
United Kingdom,Heriot-Watt University,https://www.hw.ac.uk/,Heriot_Watt_University.png
United Kingdom,University of Hertfordshire,https://www.herts.ac.uk/,University_of_Hertfordshire.png
United Kingdom,University of the Highlands and Islands,https://www.uhi.ac.uk/en/,University_of_the_Highlands_and_Islands.png
United Kingdom,University of Huddersfield,https://www.hud.ac.uk/,University_of_Huddersfield.png
United Kingdom,University of Hull,https://www.hull.ac.uk/,University_of_Hull.png
United Kingdom,Keele University,https://www.keele.ac.uk/,Keele_University.png
United Kingdom,University of Kent,https://www.kent.ac.uk/,University_of_Kent.png
United Kingdom,Kingston University,https://www.kingston.ac.uk/,Kingston_University.png
United Kingdom,University of Central Lancashire,https://www.uclan.ac.uk/,University_of_Central_Lancashire.png
United Kingdom,Lancaster University,https://www.lancaster.ac.uk/,Lancaster_University.png
United Kingdom,University of Leeds,https://www.leeds.ac.uk/,University_of_Leeds.png
United Kingdom,Leeds Arts University,https://www.leeds-art.ac.uk/,Leeds_Arts_University.png
United Kingdom,Leeds Beckett University,https://www.leedsbeckett.ac.uk/,Leeds_Beckett_University.png
United Kingdom,Leeds Trinity University,https://www.leedstrinity.ac.uk/,Leeds_Trinity_University.png
United Kingdom,University of Leicester,https://le.ac.uk/,University_of_Leicester.png
United Kingdom,University of Lincoln,https://www.lincoln.ac.uk/,University_of _Lincoln.png
United Kingdom,University of Liverpool,https://www.liverpool.ac.uk/,University_of_Liverpool.png
United Kingdom,Liverpool Hope University,https://www.hope.ac.uk/,Liverpool_Hope_University.png
United Kingdom,Liverpool John Moores University,https://www.ljmu.ac.uk/,Liverpool_JohnMoores_University.png
United Kingdom,University of London,https://www.london.ac.uk/,University_of_London.png
United Kingdom,London Metropolitan University,https://www.londonmet.ac.uk/,London_Metropolitan_University.png
United Kingdom,London South Bank University,https://www.lsbu.ac.uk/,London_South_Bank_University.png
United Kingdom,Loughborough University,https://www.lboro.ac.uk/,Loughborough_University.png
United Kingdom,University of Manchester,https://www.manchester.ac.uk/,University_of_Manchester.png
